County,School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,school size 10,school size 25,school size 100,school size 250,school size 500,school size 750,school size 1000,school size 1500,school size 2500,school size 5000,average_school_size,metric_average_school_size
bexar,Private School,St. Paul Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
tarrant,Private School,St. Paul Lutheran School Fort Worth,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
tarrant,Private School,St. Paul Lutheran School Fort Worth,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
milam,Private School,St. Paul Lutheran School Thorndale,70,7th Grade,probability_exceeding_10_total_cases,0,0,0.793,0.787,0.795,0.798,0.806,0.8065,0.8105,0.809,,0.795
milam,Private School,St. Paul Lutheran School Thorndale,70,7th Grade,total_infected_mean,2.412,6.2225,23.652,58.4755,118.099,177.6295,239.2165,358.965,601.183,1200.227,,118.099
lee,Private School,St. Paul Serbin Lutheran School Giddings,85.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.454,0.535,0.5465,0.5575,0.542,0.5635,0.5945,0.5725,,0.5465
lee,Private School,St. Paul Serbin Lutheran School Giddings,85.7,7th Grade,total_infected_mean,1.6225,2.601,7.413,16.24,32.549,49.707,63.679,99.5605,174.9795,337.332,,32.549
tarrant,Private School,St. Peter the Apostle Catholic School -,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
tarrant,Private School,St. Peter the Apostle Catholic School -,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
dallas,Private School,St. Philip & St. Augustine Catholic Acad,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,St. Philip & St. Augustine Catholic Acad,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
wharton,Private School,St. Philip the Apostle School - El Campo,95.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0105,0.0335,0.0495,0.055,0.0655,0.0615,0.065,,0.0335
wharton,Private School,St. Philip the Apostle School - El Campo,95.4,7th Grade,total_infected_mean,1,1.3825,1.7555,2.182,2.332,2.6285,2.6725,2.8855,2.882,3.0575,,2.332
bexar,Private School,St. Pius X Catholic School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
bexar,Private School,St. Pius X Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
el paso,Private School,St. Pius X Catholic School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
el paso,Private School,St. Pius X Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
dallas,Private School,St. Pius X Catholic School - Dallas,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,St. Pius X Catholic School - Dallas,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
el paso,Private School,St. Raphael Catholic School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
el paso,Private School,St. Raphael Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
dallas,Private School,St. Rita Catholic School Dallas,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,St. Rita Catholic School Dallas,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
tarrant,Private School,St. Rita Catholic School Fort Worth,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
tarrant,Private School,St. Rita Catholic School Fort Worth,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
fayette,Private School,St. Rose of Lima School - Schulenberg,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
fayette,Private School,St. Rose of Lima School - Schulenberg,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
travis,Private School,St. Stephen's Episcopal School Austin,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
travis,Private School,St. Stephen's Episcopal School Austin,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
travis,Private School,St. Theresa Catholic School Austin,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
travis,Private School,St. Theresa Catholic School Austin,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,St. Theresa Catholic School Houston,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,St. Theresa Catholic School Houston,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
fort bend,Private School,St. Theresa Catholic School Sugarland,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
fort bend,Private School,St. Theresa Catholic School Sugarland,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
dallas,Private School,St. Thomas Aquinas School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,St. Thomas Aquinas School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,St. Thomas More Catholic School - Housto,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,St. Thomas More Catholic School - Housto,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
bexar,Private School,St. Thomas More School - San Antonio,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
bexar,Private School,St. Thomas More School - San Antonio,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,St. Thomas' Episcopal School Houston,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,St. Thomas' Episcopal School Houston,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,St. Vincent De Paul School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,St. Vincent De Paul School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
williamson,Private School,Sterling Classical School,83.3,7th Grade,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,,0.624
williamson,Private School,Sterling Classical School,83.3,7th Grade,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,,46.6405
dallas,Private School,StoneGate Christian Academy,76.9,7th Grade,probability_exceeding_10_total_cases,0,0,0.737,0.7215,0.7295,0.73,0.739,0.7395,0.7295,0.7455,,0.7295
dallas,Private School,StoneGate Christian Academy,76.9,7th Grade,total_infected_mean,2.4195,4.219,17.2855,40.532,81.7865,122.7715,164.895,247.7725,406.981,831.526,,81.7865
comal,Private School,Sts Peter & Paul Catholic School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
comal,Private School,Sts Peter & Paul Catholic School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
williamson,Private School,Summit Christian Academy of Cedar Park,80,7th Grade,probability_exceeding_10_total_cases,0,0,0.644,0.67,0.68,0.681,0.686,0.6915,0.697,0.7005,,0.68
williamson,Private School,Summit Christian Academy of Cedar Park,80,7th Grade,total_infected_mean,1.6095,3.3515,12.539,31.559,63.813,96.0335,128.7475,195.295,328.0235,659.184,,63.813
san patricio,Public ISD,TAFT ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,270,0
san patricio,Public ISD,TAFT ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,270,1
lynn,Public ISD,TAHOKA ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,204,0
lynn,Public ISD,TAHOKA ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,204,1
liberty,Public ISD,TARKINGTON ISD,93.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.06,0.106,0.1415,0.1405,0.147,0.156,0.1595,476,0.101584
liberty,Public ISD,TARKINGTON ISD,93.8,7th Grade,total_infected_mean,1,1.3765,2.35,3.0155,3.6365,4.321,4.5345,5.107,6.0885,6.7705,476,3.576884
rusk,Public ISD,TATUM ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,348,0
rusk,Public ISD,TATUM ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,348,1
williamson,Public ISD,TAYLOR ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,419,0
williamson,Public ISD,TAYLOR ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,419,1
freestone,Public ISD,TEAGUE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,303,0
freestone,Public ISD,TEAGUE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,303,1
jefferson,Public ISD,TEKOA ACADEMY OF ACCELERATED STUDIES STE,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
jefferson,Public ISD,TEKOA ACADEMY OF ACCELERATED STUDIES STE,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
bell,Public ISD,TEMPLE ISD,99.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,564,0
bell,Public ISD,TEMPLE ISD,99.5,7th Grade,total_infected_mean,1,1,1,1.0575,1.0625,1.0625,1.07,1.067,1.0835,1.083,564,1.0625
shelby,Public ISD,TENAHA ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,414,0
shelby,Public ISD,TENAHA ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,414,1
brewster,Public ISD,TERLINGUA CSD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,121,0
brewster,Public ISD,TERLINGUA CSD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,121,1
terrell,Public ISD,TERRELL COUNTY ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,114,0
terrell,Public ISD,TERRELL COUNTY ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,114,1
kaufman,Public ISD,TERRELL ISD,98.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,587,0
kaufman,Public ISD,TERRELL ISD,98.5,7th Grade,total_infected_mean,1,1,1.122,1.19,1.2525,1.263,1.2635,1.2845,1.311,1.288,587,1.256154
bowie,Public ISD,TEXARKANA ISD,99.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,559,0
bowie,Public ISD,TEXARKANA ISD,99.2,7th Grade,total_infected_mean,1,1,1,1.065,1.0855,1.122,1.129,1.1215,1.118,1.142,559,1.094114
galveston,Public ISD,TEXAS CITY ISD,99.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,514,0
galveston,Public ISD,TEXAS CITY ISD,99.2,7th Grade,total_infected_mean,1,1,1,1.065,1.0855,1.122,1.129,1.1215,1.118,1.142,514,1.087544
denton,Public ISD,TEXAS COLLEGE PREPARATORY ACADEMIES,89.5,7th Grade,probability_exceeding_10_total_cases,0,0,0.1355,0.357,0.386,0.393,0.3895,0.4195,0.413,0.397,,0.386
denton,Public ISD,TEXAS COLLEGE PREPARATORY ACADEMIES,89.5,7th Grade,total_infected_mean,1.6145,1.91,4.1485,8.181,13.4865,19.22,24.339,37.519,60.2425,113.7155,,13.4865
travis,Public ISD,TEXAS EMPOWERMENT ACADEMY,86.7,7th Grade,probability_exceeding_10_total_cases,0,0,0.397,0.509,0.514,0.535,0.5185,0.5245,0.531,0.5205,358,0.51116
travis,Public ISD,TEXAS EMPOWERMENT ACADEMY,86.7,7th Grade,total_infected_mean,1.583,2.558,6.64,14.2995,26.4835,41.6395,52.6255,81.5185,136.847,266.9675,358,19.562988
tom green,Public ISD,TEXAS LEADERSHIP PUBLIC SCHOOLS,96.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.012,0.0125,0.02,0.0205,0.0215,1050,0.01325
tom green,Public ISD,TEXAS LEADERSHIP PUBLIC SCHOOLS,96.6,7th Grade,total_infected_mean,1,1,1.47,1.688,1.766,1.879,1.8615,1.953,2.047,2.0435,1050,1.87065
travis,Public ISD,TEXAS SCH FOR THE BLIND & VISUALLY IMPAI,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
travis,Public ISD,TEXAS SCH FOR THE BLIND & VISUALLY IMPAI,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
travis,Public ISD,TEXAS SCH FOR THE DEAF,91.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,,0.2465
travis,Public ISD,TEXAS SCH FOR THE DEAF,91.7,7th Grade,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,,7.155
dallam,Public ISD,TEXLINE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,225,0
dallam,Public ISD,TEXLINE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,225,1
harris,Public ISD,THE RHODES SCHOOL FOR PERFORMING ARTS,96.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.0035,0.008,0.01,0.0145,0.015,0.014,218,0
harris,Public ISD,THE RHODES SCHOOL FOR PERFORMING ARTS,96.8,7th Grade,total_infected_mean,1,1,1.492,1.5395,1.757,1.8725,1.818,1.9025,1.8745,1.841,218,1.529366667
harris,Public ISD,THE VARNETT PUBLIC SCHOOL,95.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0045,0.029,0.0345,0.04,0.0535,0.0485,0.06,386,0.017828
harris,Public ISD,THE VARNETT PUBLIC SCHOOL,95.6,7th Grade,total_infected_mean,1,1.4,1.74,2.05,2.244,2.369,2.421,2.6985,2.572,2.9455,386,2.155536
milam,Public ISD,THORNDALE ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,212,0
milam,Public ISD,THORNDALE ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,212,1
williamson,Public ISD,THRALL ISD,94.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,291,0.037102
williamson,Public ISD,THRALL ISD,94.4,7th Grade,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,291,2.607542
live oak,Public ISD,THREE RIVERS ISD,97.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0.0005,0.0025,0.001,0.002,283,0
live oak,Public ISD,THREE RIVERS ISD,97.8,7th Grade,total_infected_mean,1,1,1.3205,1.351,1.4065,1.419,1.404,1.474,1.4435,1.5025,283,1.358326
erath,Public ISD,THREE WAY ISD,94.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0505,0.0925,0.122,0.1195,0.1335,0.129,0.1375,106,0
erath,Public ISD,THREE WAY ISD,94.1,7th Grade,total_infected_mean,1,1.3795,1.9985,2.8065,3.3825,3.94,4.076,4.5365,4.9335,5.7785,106,2.03082
matagorda,Public ISD,TIDEHAVEN ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,266,0
matagorda,Public ISD,TIDEHAVEN ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,266,1
shelby,Public ISD,TIMPSON ISD,98,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0.0015,0.0005,0.0025,756,0
shelby,Public ISD,TIMPSON ISD,98,7th Grade,total_infected_mean,1,1,1.1265,1.2535,1.357,1.3905,1.3285,1.413,1.4305,1.4195,756,1.389012
grayson,Public ISD,TIOGA ISD,96.6,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.012,0.0125,0.02,0.0205,0.0215,664,0.01028
grayson,Public ISD,TIOGA ISD,96.6,7th Grade,total_infected_mean,1,1,1.47,1.688,1.766,1.879,1.8615,1.953,2.047,2.0435,664,1.840128
bexar,Private School,TMI Episcopal,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
bexar,Private School,TMI Episcopal,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
hood,Public ISD,TOLAR ISD,97.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.002,0.005,0.0075,0.0075,0.0095,0.011,294,0
hood,Public ISD,TOLAR ISD,97.1,7th Grade,total_infected_mean,1,1,1.284,1.62,1.6245,1.6765,1.689,1.722,1.7485,1.764,294,1.620792
grayson,Public ISD,TOM BEAN ISD,93.5,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0945,0.141,0.1565,0.1445,0.156,0.1865,0.1815,247,0
grayson,Public ISD,TOM BEAN ISD,93.5,7th Grade,total_infected_mean,1,1.3975,2.3165,3.3715,4.112,4.909,4.7715,5.728,7.0105,8.3065,247,3.3504
harris,Public ISD,TOMBALL ISD,97.4,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,996,0.002008
harris,Public ISD,TOMBALL ISD,97.4,7th Grade,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,996,1.56226
el paso,Public ISD,TORNILLO ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,242,0
el paso,Public ISD,TORNILLO ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,242,1
tarrant,Public ISD,TREETOPS SCHOOL INTERNATIONAL,84.6,7th Grade,probability_exceeding_10_total_cases,0,0,0.4885,0.549,0.583,0.5805,0.584,0.583,0.5965,0.58,343,0.561648
tarrant,Public ISD,TREETOPS SCHOOL INTERNATIONAL,84.6,7th Grade,total_infected_mean,1.604,2.55,8.199,18.697,38.45,58.197,77.4105,115.625,196.74,384.4135,343,26.045116
taylor,Public ISD,TRENT ISD,92.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,144,0
taylor,Public ISD,TRENT ISD,92.9,7th Grade,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,144,3.0394
fannin,Public ISD,TRENTON ISD,95.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.02,0.0355,0.039,0.041,0.047,0.0475,237,0
fannin,Public ISD,TRENTON ISD,95.8,7th Grade,total_infected_mean,1,1.3825,1.7735,1.937,2.1,2.3515,2.3795,2.373,2.5195,2.621,237,1.92283
henderson,Public ISD,TRINIDAD ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,173,0
henderson,Public ISD,TRINIDAD ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,173,1
travis,Public ISD,TRINITY CHARTER SCHOOL,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
travis,Public ISD,TRINITY CHARTER SCHOOL,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
trinity,Public ISD,TRINITY ISD,98.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0.0005,0.0015,0.0005,0.0005,393,0
trinity,Public ISD,TRINITY ISD,98.1,7th Grade,total_infected_mean,1,1,1.132,1.24,1.329,1.406,1.3835,1.407,1.3835,1.3925,393,1.290908
collin,Public ISD,TRIVIUM ACADEMY,90,7th Grade,probability_exceeding_10_total_cases,0,0,0.058,0.2995,0.342,0.3515,0.3795,0.3885,0.388,0.3885,,0.342
collin,Public ISD,TRIVIUM ACADEMY,90,7th Grade,total_infected_mean,1,1.879,3.6575,6.821,11.375,15.5895,21.199,30.666,48.424,92.614,,11.375
smith,Public ISD,TROUP ISD,98.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,354,0
smith,Public ISD,TROUP ISD,98.7,7th Grade,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,354,1.203844
bell,Public ISD,TROY ISD,98.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.0005,0.0005,433,0
bell,Public ISD,TROY ISD,98.3,7th Grade,total_infected_mean,1,1,1.13,1.269,1.331,1.307,1.3315,1.321,1.337,1.3435,433,1.314384
swisher,Public ISD,TULIA ISD,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,267,0
swisher,Public ISD,TULIA ISD,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,267,1
nueces,Public ISD,TULOSO-MIDWAY ISD,98.9,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,734,0
nueces,Public ISD,TULOSO-MIDWAY ISD,98.9,7th Grade,total_infected_mean,1,1,1.1425,1.11,1.1755,1.191,1.1625,1.215,1.199,1.182,734,1.190008
hall,Public ISD,TURKEY-QUITAQUE ISD,91.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,180,0
hall,Public ISD,TURKEY-QUITAQUE ISD,91.7,7th Grade,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,180,4.049466667
smith,Public ISD,TYLER ISD,99.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,719,0
smith,Public ISD,TYLER ISD,99.7,7th Grade,total_infected_mean,1,1,1,1,1.0355,1.04,1.03,1.042,1.04,1.044,719,1.039442
denton,Private School,Temple Christian Academy,84.6,7th Grade,probability_exceeding_10_total_cases,0,0,0.4885,0.549,0.583,0.5805,0.584,0.583,0.5965,0.58,,0.583
denton,Private School,Temple Christian Academy,84.6,7th Grade,total_infected_mean,1.604,2.55,8.199,18.697,38.45,58.197,77.4105,115.625,196.74,384.4135,,38.45
tarrant,Private School,Temple Christian School,95.2,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,,0.031
tarrant,Private School,Temple Christian School,95.2,7th Grade,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,,2.411
harris,Private School,Texas Christian School,90,7th Grade,probability_exceeding_10_total_cases,0,0,0.058,0.2995,0.342,0.3515,0.3795,0.3885,0.388,0.3885,,0.342
harris,Private School,Texas Christian School,90,7th Grade,total_infected_mean,1,1.879,3.6575,6.821,11.375,15.5895,21.199,30.666,48.424,92.614,,11.375
tarrant,Private School,Texas Success Academy (Digital Learning,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
tarrant,Private School,Texas Success Academy (Digital Learning,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
grayson,Private School,Texoma Christian School,83.3,7th Grade,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,,0.624
grayson,Private School,Texoma Christian School,83.3,7th Grade,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,,46.6405
bexar,Private School,The Atonement Catholic Academy,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
bexar,Private School,The Atonement Catholic Academy,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,The Awty International School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,The Awty International School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
harris,Private School,The Briarwood School,96.8,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0.0035,0.008,0.01,0.0145,0.015,0.014,,0.0035
harris,Private School,The Briarwood School,96.8,7th Grade,total_infected_mean,1,1,1.492,1.5395,1.757,1.8725,1.818,1.9025,1.8745,1.841,,1.757
smith,Private School,The Brook Hill School,95.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0145,0.0485,0.0615,0.0575,0.071,0.0765,0.095,,0.0485
smith,Private School,The Brook Hill School,95.1,7th Grade,total_infected_mean,1,1.3915,1.698,2.3145,2.5955,2.7695,2.7675,3.063,3.2595,3.7425,,2.5955
harris,Private School,The Connection School of Houston,64.3,7th Grade,probability_exceeding_10_total_cases,0,0,0.838,0.8265,0.8495,0.8325,0.83,0.8365,0.836,0.8495,,0.8495
harris,Private School,The Connection School of Houston,64.3,7th Grade,total_infected_mean,3.353,7.2915,30.1835,74.189,151.5205,222.1735,295.1305,446.5275,743.363,1509.586,,151.5205
harris,Private School,The Covenant Preparatory School,94.1,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0505,0.0925,0.122,0.1195,0.1335,0.129,0.1375,,0.0925
harris,Private School,The Covenant Preparatory School,94.1,7th Grade,total_infected_mean,1,1.3795,1.9985,2.8065,3.3825,3.94,4.076,4.5365,4.9335,5.7785,,3.3825
dallas,Private School,The Covenant School of Dallas,91.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,,0.2465
dallas,Private School,The Covenant School of Dallas,91.7,7th Grade,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,,7.155
collin,Private School,The Einstein School of Plano,80.6,7th Grade,probability_exceeding_10_total_cases,0,0,0.648,0.6595,0.6605,0.654,0.6645,0.675,0.6675,0.6895,,0.6605
collin,Private School,The Einstein School of Plano,80.6,7th Grade,total_infected_mean,1.621,3.2825,12.553,30.3275,60.574,89.4515,121.0665,183.591,302.712,625.859,,60.574
harris,Private School,The Emery/Weiner School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
harris,Private School,The Emery/Weiner School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
travis,Private School,The Girls' School of Austin,91.7,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,,0.2465
travis,Private School,The Girls' School of Austin,91.7,7th Grade,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,,7.155
dallas,Private School,The Highlands School,96.3,7th Grade,probability_exceeding_10_total_cases,0,0,0,0.0015,0.0145,0.018,0.0175,0.0245,0.0325,0.035,,0.0145
dallas,Private School,The Highlands School,96.3,7th Grade,total_infected_mean,1,1,1.48,1.7865,1.9865,2.0465,1.926,2.2145,2.1935,2.318,,1.9865
dallas,Private School,The Hockaday School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
dallas,Private School,The Hockaday School,100,7th Grade,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
fort bend,Private School,The Honor Roll School,100,7th Grade,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,0
