County,Grade_range,School_enroll_2023,School_Type,District_ISD,District_enroll_2023,School_name,geometry
EL PASO,EE-05,916,Elementary School,EL PASO ISD,49139,MILAM EL,"c(-106.388709902, 31.8225856060001)"
EL PASO,EE-05,388,Elementary School,EL PASO ISD,49139,WESTERN HILLS EL,"c(-106.522569, 31.8413790000001)"
EL PASO,EE-05,406,Elementary School,EL PASO ISD,49139,ZACH WHITE EL,"c(-106.572447, 31.8204720000001)"
EL PASO,EE-05,433,Elementary School,EL PASO ISD,49139,CLENDENIN EL,"c(-106.463691, 31.814397)"
EL PASO,EE-05,264,Elementary School,EL PASO ISD,49139,ZAVALA EL,"c(-106.446978, 31.771782)"
EL PASO,PK-05,221,Elementary School,EL PASO ISD,49139,TRAVIS EL,"c(-106.449021, 31.8210120000001)"
EL PASO,EE-05,416,Elementary School,EL PASO ISD,49139,SUNRISE MOUNTAIN EL,"c(-106.426365057, 31.8503005630001)"
EL PASO,EE-05,283,Elementary School,EL PASO ISD,49139,CIELO VISTA EL,"c(-106.3677015, 31.7839500000001)"
EL PASO,PK-05,396,Elementary School,EL PASO ISD,49139,WHITAKER EL,"c(-106.4322675, 31.87593)"
EL PASO,EE-05,226,Elementary School,EL PASO ISD,49139,RIVERA EL,"c(-106.533342, 31.8431340000001)"
EL PASO,EE-05,323,Elementary School,EL PASO ISD,49139,GREEN EL,"c(-106.5119085, 31.8226500000001)"
EL PASO,EE-05,640,Elementary School,EL PASO ISD,49139,POLK EL,"c(-106.5433365, 31.8514230000001)"
EL PASO,EE-05,381,Elementary School,EL PASO ISD,49139,GUERRERO EL,"c(-106.564068, 31.855104)"
EL PASO,EE-05,576,Elementary School,EL PASO ISD,49139,NIXON EL,"c(-106.4367675, 31.9345920000001)"
EL PASO,EE-05,460,Elementary School,EL PASO ISD,49139,KOHLBERG EL,"c(-106.560544261, 31.8759754050001)"
EL PASO,EE-05,732,Elementary School,EL PASO ISD,49139,TIPPIN EL,"c(-106.539603462, 31.873550348)"
EL PASO,EE-05,396,Elementary School,EL PASO ISD,49139,MORENO EL,"c(-106.4708775, 31.7871900000001)"
EL PASO,EE-05,279,Elementary School,EL PASO ISD,49139,H R MOYE EL,"c(-106.430614156, 31.865113906)"
EL PASO,EE-05,365,Elementary School,EL PASO ISD,49139,BARRON EL,"c(-106.411986, 31.9339440000001)"
EL PASO,EE-08,1245,Elementary School,EL PASO ISD,49139,DR JOSEFINA VILLAMIL TINAJERO PK-8,"c(-106.4259045, 31.7651490000001)"
EL PASO,01-05,5,Elementary School,EL PASO ISD,49139,ABOUT FACE PROGRAM EL,"c(-106.482654, 31.7757330000001)"
EL PASO,EE-05,535,Elementary School,EL PASO ISD,49139,WILLIAM C HERRERA EL,"c(-106.584960953, 31.867701717)"
EL PASO,EE-08,880,Elementary School,EL PASO ISD,49139,CHARLES Q MURPHREE PK-8,"c(-106.5233385, 31.8211920000001)"
EL PASO,EE-05,572,Elementary School,EL PASO ISD,49139,COLIN L POWELL EL,"c(-106.448951519, 31.8409814880001)"
EL PASO,EE-05,785,Elementary School,EL PASO ISD,49139,TOM LEA JR EL,"c(-106.430076, 31.936518)"
EL PASO,EE-05,815,Elementary School,EL PASO ISD,49139,MARGUERITE J LUNDY EL,"c(-106.523289, 31.872213)"
EL PASO,EE-08,1266,Elementary School,EL PASO ISD,49139,COACH WALLY HARTLEY PK-8,"c(-106.4913345, 31.7658240000001)"
EL PASO,PK-05,683,Elementary School,EL PASO ISD,49139,COACH ARCHIE DURAN EL,"c(-106.419141, 31.896783)"
EL PASO,EE-05,561,Elementary School,EL PASO ISD,49139,DR JOSEPH TORRES EL,"c(-106.419834, 31.924701)"
EL PASO,PK-08,1507,Elementary School,EL PASO ISD,49139,DON HASKINS PK-8,"c(-106.5935565, 31.8521250000001)"
EL PASO,06-08,185,Middle School,EL PASO LEADERSHIP ACADEMY,795,EL PASO LEADERSHIP ACADEMY,"c(-106.4688165, 31.7704410000001)"
EL PASO,06-08,239,Middle School,EL PASO LEADERSHIP ACADEMY,795,EL PASO LEADERSHIP ACADEMY - MIDDLE EAST,"c(-106.2695565, 31.768875)"
EL PASO,09-12,371,High School,EL PASO LEADERSHIP ACADEMY,795,EL PASO LEADERSHIP ACADEMY - H S EAST,"c(-106.2695565, 31.768875)"
BEXAR,KG-08,500,Elementary School,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,500,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,"c(-98.5333904999999, 29.5441290000001)"
WICHITA,07-12,198,High School,ELECTRA ISD,444,ELECTRA JUNIOR/SENIOR HIGH,"c(-98.926271185, 34.026208458)"
WICHITA,EE-06,246,Elementary School,ELECTRA ISD,444,ELECTRA EL,"c(-98.925732, 34.025544)"
HARRIS,PK-05,174,Elementary School,ELEVATE COLLEGIATE CHARTER SCHOOL,174,ELEVATE COLLEGIATE,"c(-95.3653995, 29.742381)"
BASTROP,07-08,805,Junior High School,ELGIN ISD,5715,ELGIN MIDDLE,"c(-97.3868399999999, 30.358665)"
BASTROP,05-06,773,Middle School,ELGIN ISD,5715,ELGIN INT,"c(-97.3796985, 30.3480450000001)"
BASTROP,EE KG-04,763,Elementary School,ELGIN ISD,5715,BOOKER T WASHINGTON EL,"c(-97.3653705, 30.341754)"
BASTROP,EE-04,885,Elementary School,ELGIN ISD,5715,ELGIN EL,"c(-97.3798695, 30.349611)"
TRAVIS,EE KG-04,664,Elementary School,ELGIN ISD,5715,NEIDIG EL,"c(-97.4082104999999, 30.3605010000001)"
TRAVIS,09-12,1779,High School,ELGIN ISD,5715,ELGIN H S,"c(-97.404507, 30.3663960000001)"
ANDERSON,06-08,289,Middle School,ELKHART ISD,1197,ELKHART MIDDLE,"c(-95.579487, 31.62699)"
ANDERSON,EE-02,338,Elementary School,ELKHART ISD,1197,ELKHART EL,"c(-95.579487, 31.62699)"
ANDERSON,03-05,261,Elementary School,ELKHART ISD,1197,ELKHART INT,"c(-95.579487, 31.62699)"
ANDERSON,09-12,309,High School,ELKHART ISD,1197,ELKHART H S,"c(-95.5830329999999, 31.6558440000001)"
HARRISON,09-12,241,High School,ELYSIAN FIELDS ISD,797,ELYSIAN FIELDS H S,"c(-94.144914, 32.3789130000001)"
HARRISON,06-08,181,Middle School,ELYSIAN FIELDS ISD,797,ELYSIAN FIELDS MIDDLE,"c(-94.1450114369999, 32.3806699470001)"
HARRISON,EE-05,375,Elementary School,ELYSIAN FIELDS ISD,797,ELYSIAN FIELDS EL,"c(-94.17572561, 32.3734523040001)"
ELLIS,09-12,1848,High School,ENNIS ISD,6466,ENNIS H S,"c(-96.6295215, 32.2999740000001)"
ELLIS,07-08,891,Junior High School,ENNIS ISD,6466,ENNIS J H,"c(-96.624084046, 32.297851012)"
ELLIS,04-05,419,Elementary School,ENNIS ISD,6466,DORIE MILLER INT,"c(-96.6435749999999, 32.3092350000001)"
ELLIS,06,460,Middle School,ENNIS ISD,6466,ALAMO MIDDLE,"c(-96.6345345, 32.3283960000001)"
ELLIS,01-03,370,Elementary School,ENNIS ISD,6466,AUSTIN EL,"c(-96.648021, 32.3378910000001)"
ELLIS,01-03,484,Elementary School,ENNIS ISD,6466,BOWIE EL,"c(-96.646986, 32.321871)"
ELLIS,01-03,284,Elementary School,ENNIS ISD,6466,TRAVIS EL,"c(-96.624046418, 32.330472092)"
ELLIS,04-05,466,Elementary School,ENNIS ISD,6466,JACK LUMMUS INT,"c(-96.6373335, 32.3271090000001)"
ELLIS,EE-KG,442,Elementary School,ENNIS ISD,6466,G W CARVER EARLY CHILDHOOD CENTER,"c(-96.6267764999999, 32.3383230000001)"
ELLIS,EE-KG,466,Elementary School,ENNIS ISD,6466,DAVID S CROCKETT EARLY CHILDHOOD CENTER,"c(-96.637815, 32.311629)"
ELLIS,01-03,336,Elementary School,ENNIS ISD,6466,HOUSTON EL,"c(-96.6299805, 32.308857)"
COOKE,EE-12,509,Elementary/Secondary,ERA ISD,509,ERA SCHOOL,"c(-97.29297, 33.4960740000001)"
SAN PATRICIO,07-12,63,High School,ERATH EXCELS ACADEMY INC,113,COASTAL HORIZONS ACADEMY,"c(-97.3834065, 27.9752040000001)"
ERATH,07-12,50,High School,ERATH EXCELS ACADEMY INC,113,HUSTON ACADEMY,"c(-98.2533645, 32.1931710000001)"
BEXAR,PK-06,180,Elementary School,ESSENCE PREPARATORY CHARTER SCHOOL,180,ESSENCE PREPARATORY CHARTER SCHOOL,"c(-98.390169166, 29.422619712)"
HARRIS,KG-01 05-08,590,Elementary School,ETOILE ACADEMY CHARTER SCHOOL,806,ETOILE ACADEMY CHARTER SCHOOL,"c(-95.4992475, 29.709477)"
HARRIS,KG-01 05-06,216,Elementary School,ETOILE ACADEMY CHARTER SCHOOL,806,ETOILE ACADEMY CHARTER SCHOOL-BISSONNET,"c(-95.549004, 29.6742330000001)"
CALLAHAN,09-12,105,High School,EULA ISD,473,EULA H S,"c(-99.5606865, 32.341194)"
CALLAHAN,06-08,101,Middle School,EULA ISD,473,EULA J H,"c(-99.5606865, 32.341194)"
CALLAHAN,EE-05,267,Elementary School,EULA ISD,473,EULA EL,"c(-99.5606865, 32.341194)"
HENDERSON,EE-02,461,Elementary School,EUSTACE ISD,1711,EUSTACE PRI,"c(-96.012252, 32.303034)"
HENDERSON,06-08,410,Middle School,EUSTACE ISD,1711,EUSTACE MIDDLE,"c(-96.0084045, 32.3028810000001)"
HENDERSON,03-05,374,Elementary School,EUSTACE ISD,1711,EUSTACE INT,"c(-96.012252, 32.303034)"
HENDERSON,09-12,466,High School,EUSTACE ISD,1711,EUSTACE H S,"c(-96.007321965, 32.2999121400001)"
JASPER,09-12,106,High School,EVADALE ISD,384,EVADALE H S,"c(-94.076888944, 30.3467860060001)"
JASPER,06-08,94,Middle School,EVADALE ISD,384,EVADALE J H,"c(-94.076888944, 30.3467860060001)"
JASPER,EE-05,184,Elementary School,EVADALE ISD,384,EVADALE EL,"c(-94.076888944, 30.3467860060001)"
CORYELL,PK-05,106,Elementary School,EVANT ISD,204,EVANT EL,"c(-98.15148, 31.473441)"
CORYELL,06-12,98,Elementary/Secondary,EVANT ISD,204,EVANT H S,"c(-98.15148, 31.473441)"
TARRANT,09-12,1706,High School,EVERMAN ISD,5139,EVERMAN H S,"c(-97.2883664999999, 32.6182860000001)"
TARRANT,06-08,680,Middle School,EVERMAN ISD,5139,CHARLES BAXTER J H,"c(-97.2732149999999, 32.622642)"
TARRANT,01-05,368,Elementary School,EVERMAN ISD,5139,BISHOP EL,"c(-97.2878264999999, 32.6286270000001)"
TARRANT,01-05,258,Elementary School,EVERMAN ISD,5139,HOMMEL EL,"c(-97.2855269999999, 32.6315880000001)"
TARRANT,01-05,357,Elementary School,EVERMAN ISD,5139,E RAY EL,"c(-97.323867, 32.640003)"
TARRANT,06-08,426,Middle School,EVERMAN ISD,5139,ROY JOHNSON STEM ACADEMY,"c(-97.303401, 32.6223180000001)"
TARRANT,01-05,386,Elementary School,EVERMAN ISD,5139,JOHN AND POLLY TOWNLEY EL,"c(-97.2833219999999, 32.602923)"
TARRANT,01-05,359,Elementary School,EVERMAN ISD,5139,SOUDER EL,"c(-97.2709425, 32.6337750000001)"
TARRANT,EE-KG,534,Elementary School,EVERMAN ISD,5139,DAN POWELL EARLY LEARNING ACADEMY,"c(-97.303077, 32.6240100000001)"
DALLAS,09-12,241,High School,EVOLUTION ACADEMY CHARTER SCHOOL,678,EVOLUTION ACADEMY CHARTER SCHOOL,"c(-96.7419629999999, 32.9356980000001)"
JEFFERSON,09-12,221,High School,EVOLUTION ACADEMY CHARTER SCHOOL,678,EVOLUTION ACADEMY BEAUMONT,"c(-94.1212215, 30.0418020000001)"
HARRIS,09-12,216,High School,EVOLUTION ACADEMY CHARTER SCHOOL,678,EVOLUTION ACADEMY HOUSTON,"c(-95.452578, 30.067281)"
HARRIS,03-12,113,Elementary/Secondary,EXCEL ACADEMY,234,HARRIS COUNTY JUVENILE DETENTION CENTER,"c(-95.358974145, 29.761138384)"
HARRIS,03-AE,37,Elementary/Secondary,EXCEL ACADEMY,234,HARRIS COUNTY YOUTH VILLAGE,"c(-95.0679794279999, 29.5696544950001)"
HARRIS,03-AE,35,Elementary/Secondary,EXCEL ACADEMY,234,LEADERSHIP ACADEMY,"c(-95.813307, 29.9003310000001)"
HARRIS,03-12,49,Elementary/Secondary,EXCEL ACADEMY,234,EXCEL ACADEMY EDUCATION TRANSITION CENTER,"c(-95.4787995, 29.7108900000001)"
HIDALGO,PK-12,220,Elementary/Secondary,EXCELLENCE IN LEADERSHIP ACADEMY,220,EXCELLENCE IN LEADERSHIP ACADEMY,"c(-98.33813194, 26.2040167010001)"
SHELBY,EE-08,77,Elementary School,EXCELSIOR ISD,77,EXCELSIOR EL,"c(-94.337253, 31.6884600000001)"
LAVACA,PK-12,130,Elementary/Secondary,EZZELL ISD,130,EZZELL SCHOOL,"c(-96.9000705, 29.2807260000001)"
EL PASO,09-12,623,High School,FABENS ISD,1908,FABENS H S,"c(-106.147557, 31.502007)"
EL PASO,06-08,415,Middle School,FABENS ISD,1908,FABENS MIDDLE,"c(-106.1442, 31.502079)"
EL PASO,04-05,271,Elementary School,FABENS ISD,1908,JOHANNA ODONNELL INT,"c(-106.15447339, 31.5025123510001)"
FREESTONE,09-12,523,High School,FAIRFIELD ISD,1670,FAIRFIELD H S,"c(-96.139986715, 31.717885843)"
FREESTONE,06-08,398,Middle School,FAIRFIELD ISD,1670,FAIRFIELD J H,"c(-96.1401355789999, 31.7162438400001)"
FREESTONE,EE-02,378,Elementary School,FAIRFIELD ISD,1670,FAIRFIELD EL,"c(-96.164595, 31.727403)"
FREESTONE,03-05,371,Elementary School,FAIRFIELD ISD,1670,FAIRFIELD INT,"c(-96.1687755, 31.733028)"
DALLAS,PK-12,2468,Elementary/Secondary,FAITH FAMILY ACADEMY,2882,OAK CLIFF FAITH FAMILY ACADEMY,"c(-96.8303925, 32.7061620000001)"
ELLIS,PK-08,414,Elementary School,FAITH FAMILY ACADEMY,2882,FAITH FAMILY MASTER ACADEMY,"c(-96.875217, 32.4317070000001)"
KARNES,07-12,187,High School,FALLS CITY ISD,436,FALLS CITY H S,"c(-98.0264205, 28.9825740000001)"
KARNES,EE-06,249,Elementary School,FALLS CITY ISD,436,FALLS CITY EL,"c(-98.0264205, 28.9825740000001)"
FANNIN,EE-06,85,Elementary School,FANNINDEL ISD,139,FANNINDEL EL,"c(-95.858757, 33.437601)"
FANNIN,07-12,54,High School,FANNINDEL ISD,139,FANNINDEL H S,"c(-95.9528564999999, 33.4245960000001)"
COLLIN,09-12,680,High School,FARMERSVILLE ISD,2236,FARMERSVILLE H S,"c(-96.369453, 33.168735)"
COLLIN,07-08,354,Junior High School,FARMERSVILLE ISD,2236,FARMERSVILLE J H,"c(-96.3703755, 33.1720560000001)"
COLLIN,PK-02,553,Elementary School,FARMERSVILLE ISD,2236,TATUM EL,"c(-96.361533, 33.1684740000001)"
COLLIN,03-06,649,Elementary School,FARMERSVILLE ISD,2236,FARMERSVILLE INT,"c(-96.360894, 33.1742160000001)"
PARMER,09-12,172,High School,FARWELL ISD,605,FARWELL H S,"c(-103.0335615, 34.3800900000001)"
PARMER,06-08,146,Middle School,FARWELL ISD,605,FARWELL J H,"c(-103.0349385, 34.380594)"
PARMER,EE-05,287,Elementary School,FARWELL ISD,605,FARWELL EL,"c(-103.036412576, 34.380860704)"
FAYETTE,EE-12,290,Elementary/Secondary,FAYETTEVILLE ISD,290,FAYETTEVILLE SCHOOLS,"c(-96.682059, 29.905848)"
ELLIS,09-12,888,High School,FERRIS ISD,2877,FERRIS H S,"c(-96.6467699999999, 32.532723)"
ELLIS,06-08,606,Middle School,FERRIS ISD,2877,FERRIS J H,"c(-96.651081, 32.5300320000001)"
ELLIS,01-05,662,Elementary School,FERRIS ISD,2877,LUCY MAE MCDONALD EL,"c(-96.676452, 32.5315170000001)"
ELLIS,01-05,396,Elementary School,FERRIS ISD,2877,LEE LONGINO EL,"c(-96.6770685, 32.5368360000001)"
FAYETTE,PK-12,5,Elementary/Secondary,FLATONIA ISD,659,WHISPERING HILLS ACHIEVEMENT CENTER,"c(-97.0697655, 29.719908)"
FAYETTE,06-12,340,Elementary/Secondary,FLATONIA ISD,659,FLATONIA SECONDARY,"c(-97.1028674999999, 29.6824770000001)"
FAYETTE,EE-05,314,Elementary School,FLATONIA ISD,659,FLATONIA EL,"c(-97.1028674999999, 29.6824770000001)"
WILLIAMSON,09-12,369,High School,FLORENCE ISD,1153,FLORENCE H S,"c(-97.7950979999999, 30.831147)"
WILLIAMSON,EE-05,533,Elementary School,FLORENCE ISD,1153,FLORENCE EL,"c(-97.7938245, 30.8451870000001)"
WILSON,09-12,1245,High School,FLORESVILLE ISD,4080,FLORESVILLE H S,"c(-98.1539999999999, 29.145096)"
WILSON,KG-05,780,Elementary School,FLORESVILLE ISD,4080,FLORESVILLE NORTH EL,"c(-98.252181, 29.221704)"
WILSON,06-08,895,Middle School,FLORESVILLE ISD,4080,FLORESVILLE MIDDLE,"c(-98.1458909999999, 29.1458430000001)"
WILSON,KG-05,935,Elementary School,FLORESVILLE ISD,4080,FLORESVILLE SOUTH EL,"c(-98.1503415, 29.148021)"
WILSON,EE-PK,185,Elementary School,FLORESVILLE ISD,4080,FLORESVILLE EARLY CHILDHOOD CENTER,"c(-98.156997, 29.1372930000001)"
NUECES,09-12,1961,High School,FLOUR BLUFF ISD,5665,FLOUR BLUFF H S,"c(-97.2974999159999, 27.6441983460001)"
NUECES,07-08,898,Junior High School,FLOUR BLUFF ISD,5665,FLOUR BLUFF J H,"c(-97.289946, 27.6450840000001)"
NUECES,05-12,6,Elementary/Secondary,FLOUR BLUFF ISD,5665,NUECES CO J J A E P,"c(-97.2953145, 27.646578)"
NUECES,01-02,757,Elementary School,FLOUR BLUFF ISD,5665,FLOUR BLUFF PRI,"c(-97.292639481, 27.647536824)"
NUECES,05-06,849,Middle School,FLOUR BLUFF ISD,5665,FLOUR BLUFF INT,"c(-97.290390477, 27.6464207670001)"
NUECES,EE-KG,463,Elementary School,FLOUR BLUFF ISD,5665,EARLY CHILDHOOD CENTER,"c(-97.2947994199999, 27.6496313640001)"
NUECES,03-04,731,Elementary School,FLOUR BLUFF ISD,5665,FLOUR BLUFF EL,"c(-97.2962768689999, 27.6461502240001)"
FLOYD,09-12,216,High School,FLOYDADA COLLEGIATE ISD,681,FLOYDADA COLLEGIATE H S,"c(-101.3448915, 33.9876990000001)"
FLOYD,EE-05,309,Elementary School,FLOYDADA COLLEGIATE ISD,681,A B DUNCAN COLLEGIATE EL,"c(-101.33168241, 33.9747537040001)"
LIPSCOMB,EE-12,173,Elementary/Secondary,FOLLETT ISD,173,FOLLETT SCHOOL,"c(-100.13913, 36.4343040000001)"
MONTAGUE,EE-12,184,Elementary/Secondary,FORESTBURG ISD,184,FORESTBURG SCHOOL,"c(-97.5633165, 33.532587)"
KAUFMAN,09-12,2351,High School,FORNEY ISD,17002,FORNEY H S,"c(-96.456825, 32.7244230000001)"
KAUFMAN,09-12,2434,High School,FORNEY ISD,17002,NORTH FORNEY H S,"c(-96.4064205, 32.767182)"
KAUFMAN,09-12,126,High School,FORNEY ISD,17002,FORNEY LEARNING ACADEMY,"c(-96.476886, 32.743926)"
KAUFMAN,07-08,656,Junior High School,FORNEY ISD,17002,BROWN MIDDLE,"c(-96.406353, 32.7526110000001)"
KAUFMAN,09-12,147,High School,FORNEY ISD,17002,FORNEY VIRTUAL ACADEMY,"c(-96.472791, 32.746716)"
KAUFMAN,07-08,927,Junior High School,FORNEY ISD,17002,WARREN MIDDLE,"c(-96.480171, 32.7368250000001)"
KAUFMAN,EE-04,637,Elementary School,FORNEY ISD,17002,JOHNSON EL,"c(-96.481728322, 32.7156651330001)"
KAUFMAN,KG-04,553,Elementary School,FORNEY ISD,17002,CLAYBON EL,"c(-96.4653345, 32.732739)"
KAUFMAN,EE-04,563,Elementary School,FORNEY ISD,17002,HENDERSON EL,"c(-96.4372005, 32.726142)"
KAUFMAN,KG-04,891,Elementary School,FORNEY ISD,17002,CRISWELL EL,"c(-96.4590704999999, 32.7653550000001)"
KAUFMAN,KG-04,580,Elementary School,FORNEY ISD,17002,BLACKBURN EL,"c(-96.4101420709999, 32.746606507)"
KAUFMAN,KG-04,480,Elementary School,FORNEY ISD,17002,CROSBY EL,"c(-96.442074, 32.7593160000001)"
KAUFMAN,05-06,846,Middle School,FORNEY ISD,17002,RHEA INT,"c(-96.445644981, 32.7293144290001)"
KAUFMAN,05-06,693,Middle School,FORNEY ISD,17002,SMITH INT,"c(-96.409008, 32.7641760000001)"
KAUFMAN,KG-04,631,Elementary School,FORNEY ISD,17002,DEWBERRY EL,"c(-96.411388114, 32.7672482)"
KAUFMAN,KG-04,805,Elementary School,FORNEY ISD,17002,LEWIS EL,"c(-96.476886, 32.743926)"
KAUFMAN,KG-04,671,Elementary School,FORNEY ISD,17002,WILLETT EL,"c(-96.4201852899999, 32.719267847)"
KAUFMAN,KG-04,604,Elementary School,FORNEY ISD,17002,GRIFFIN EL,"c(-96.429089824, 32.77357705)"
KAUFMAN,EE-PK,429,Elementary School,FORNEY ISD,17002,EARLY CHILDHOOD CENTER,"c(-96.476886, 32.743926)"
HOWARD,06-12,388,Elementary/Secondary,FORSAN ISD,751,FORSAN H S,"c(-101.363373932, 32.110848575)"
HOWARD,EE-05,363,Elementary School,FORSAN ISD,751,FORSAN EL,"c(-101.369238195, 32.1101739490001)"
FORT BEND,09-12,2616,High School,FORT BEND ISD,80206,CLEMENTS H S,"c(-95.631471, 29.576331)"
FORT BEND,09-12,2291,High School,FORT BEND ISD,80206,DULLES H S,"c(-95.582756908, 29.6197432270001)"
FORT BEND,09-12,2718,High School,FORT BEND ISD,80206,LAWRENCE E ELKINS H S,"c(-95.558364, 29.5457040000001)"
FORT BEND,09-12,1896,High School,FORT BEND ISD,80206,KEMPNER H S,"c(-95.64489, 29.6423550000001)"
FORT BEND,09-12,2494,High School,FORT BEND ISD,80206,HIGHTOWER H S,"c(-95.4973889999999, 29.531412)"
FORT BEND,09-12,2394,High School,FORT BEND ISD,80206,GEORGE BUSH H S,"c(-95.685462, 29.7037350000001)"
FORT BEND,09-12,2557,High School,FORT BEND ISD,80206,STEPHEN F AUSTIN H S,"c(-95.6771775, 29.6409870000001)"
FORT BEND,09-12,1615,High School,FORT BEND ISD,80206,THURGOOD MARSHALL H S,"c(-95.5225305, 29.6114400000001)"
FORT BEND,09-12,3142,High School,FORT BEND ISD,80206,WILLIAM B TRAVIS H S,"c(-95.71653, 29.653506)"
FORT BEND,01-12,122,Elementary/Secondary,FORT BEND ISD,80206,M R WOOD CENTER FOR LEARNING,"c(-95.6373164999999, 29.625822)"
FORT BEND,09-12,623,High School,FORT BEND ISD,80206,ALMETA CRAWFORD H S,"c(-95.463187894, 29.4731240040001)"
FORT BEND,09-12,1264,High School,FORT BEND ISD,80206,WILLOWRIDGE H S,"c(-95.480271, 29.5861410000001)"
FORT BEND,06-08,1329,Middle School,FORT BEND ISD,80206,DULLES MIDDLE,"c(-95.5843829999999, 29.616948)"
FORT BEND,09-12,2854,High School,FORT BEND ISD,80206,RIDGE POINT H S,"c(-95.5168965, 29.483937)"
FORT BEND,06-08,955,Middle School,FORT BEND ISD,80206,MISSOURI CITY MIDDLE,"c(-95.5413359999999, 29.615526)"
FORT BEND,06-08,1042,Middle School,FORT BEND ISD,80206,QUAIL VALLEY MIDDLE,"c(-95.5619594999999, 29.574018)"
FORT BEND,06-08,1285,Middle School,FORT BEND ISD,80206,FIRST COLONY MIDDLE,"c(-95.6040839999999, 29.574684)"
FORT BEND,06-08,1125,Middle School,FORT BEND ISD,80206,LAKE OLYMPIA MIDDLE,"c(-95.5529505, 29.5583580000001)"
FORT BEND,06-08,995,Middle School,FORT BEND ISD,80206,SUGAR LAND MIDDLE,"c(-95.629563, 29.6285580000001)"
FORT BEND,06-08,851,Middle School,FORT BEND ISD,80206,HODGES BEND MIDDLE,"c(-95.675238, 29.677599)"
FORT BEND,06-08,1407,Middle School,FORT BEND ISD,80206,MACARIO GARCIA MIDDLE,"c(-95.681088, 29.6345430000001)"
FORT BEND,06-08,1451,Middle School,FORT BEND ISD,80206,SARTARTIA MIDDLE,"c(-95.6739689999999, 29.586375)"
FORT BEND,06-08,1529,Middle School,FORT BEND ISD,80206,FORT SETTLEMENT MIDDLE,"c(-95.631075, 29.5563330000001)"
FORT BEND,06-08,1284,Middle School,FORT BEND ISD,80206,DAVID CROCKETT MIDDLE,"c(-95.7280724999999, 29.681604)"
FORT BEND,06-08,1320,Middle School,FORT BEND ISD,80206,BILLY BAINES MIDDLE,"c(-95.5335195, 29.512656)"
FORT BEND,06-08,1472,Middle School,FORT BEND ISD,80206,JAMES BOWIE MIDDLE,"c(-95.7156345, 29.6259840000001)"
FORT BEND,EE-05,531,Elementary School,FORT BEND ISD,80206,E A JONES EL,"c(-95.539923, 29.6143200000001)"
FORT BEND,06-08,800,Middle School,FORT BEND ISD,80206,CHRISTA MCAULIFFE MIDDLE,"c(-95.4737459999999, 29.586735)"
FORT BEND,06-08,1695,Middle School,FORT BEND ISD,80206,RONALD THORNTON MIDDLE,"c(-95.512799525, 29.46769199)"
FORT BEND,EE-05,436,Elementary School,FORT BEND ISD,80206,MEADOWS EL,"c(-95.591466, 29.6509770000001)"
FORT BEND,EE-05,337,Elementary School,FORT BEND ISD,80206,LAKEVIEW EL,"c(-95.6286707359999, 29.625361938)"
FORT BEND,EE-05,590,Elementary School,FORT BEND ISD,80206,QUAIL VALLEY EL,"c(-95.55975, 29.58606)"
FORT BEND,EE-05,492,Elementary School,FORT BEND ISD,80206,TOWNEWEST EL,"c(-95.630508, 29.6710200000001)"
FORT BEND,EE-05,704,Elementary School,FORT BEND ISD,80206,DULLES EL,"c(-95.5826579069999, 29.6183475)"
FORT BEND,02-05,355,Elementary School,FORT BEND ISD,80206,RIDGEMONT EL,"c(-95.4607635, 29.589507)"
FORT BEND,EE-05,436,Elementary School,FORT BEND ISD,80206,LANTERN LANE EL,"c(-95.5295505, 29.570904)"
FORT BEND,EE-05,537,Elementary School,FORT BEND ISD,80206,COLONY BEND EL,"c(-95.6103209999999, 29.580111)"
FORT BEND,EE-05,644,Elementary School,FORT BEND ISD,80206,SUGAR MILL EL,"c(-95.6248245, 29.6341830000001)"
FORT BEND,02-05,248,Elementary School,FORT BEND ISD,80206,HUNTERS GLEN EL,"c(-95.5126079999999, 29.6008380000001)"
FORT BEND,EE-05,690,Elementary School,FORT BEND ISD,80206,SETTLERS WAY EL,"c(-95.5956825, 29.5770150000001)"
FORT BEND,EE KG-05,819,Elementary School,FORT BEND ISD,80206,PALMER EL,"c(-95.5471635, 29.5594110000001)"
FORT BEND,EE KG-05,463,Elementary School,FORT BEND ISD,80206,RIDGEGATE EL,"c(-95.475969, 29.5961130000001)"
FORT BEND,EE-05,593,Elementary School,FORT BEND ISD,80206,AUSTIN PARKWAY EL,"c(-95.5837665, 29.5755750000001)"
FORT BEND,EE-05,638,Elementary School,FORT BEND ISD,80206,COLONY MEADOWS EL,"c(-95.629356, 29.581218)"
FORT BEND,EE-05,355,Elementary School,FORT BEND ISD,80206,BARRINGTON PLACE EL,"c(-95.6078145, 29.6537040000001)"
FORT BEND,EE-05,560,Elementary School,FORT BEND ISD,80206,MISSION WEST EL,"c(-95.6851613859999, 29.6914072930001)"
FORT BEND,EE-05,610,Elementary School,FORT BEND ISD,80206,HIGHLANDS EL,"c(-95.602662, 29.5975530000001)"
FORT BEND,EE-05,725,Elementary School,FORT BEND ISD,80206,PECAN GROVE EL,"c(-95.737833, 29.639412)"
